state,FIPS,county,value,percent
LA,22113,Vermilion Parish,1215.384615,0.002177512
LA,22115,Vernon Parish,1463.309353,0.002113065
LA,22117,Washington Parish,1071.257485,0.002708862
LA,22119,Webster Parish,1114.367816,0.002572154
LA,22121,West Baton Rouge Par,1315.283843,0.004410725
LA,22123,West Carroll Parish,676,0.000885865
LA,22125,West Feliciana Paris,1906,0.006229878
LA,22127,Winn Parish,914.5833333,0.001708204
ME,23001,Androscoggin County,3678.474114,0.017273242
ME,23003,Aroostook County,3101.980198,0.009586265
ME,23005,Cumberland County,5237.002704,0.025526717
ME,23007,Franklin County,3837.288136,0.015323103
ME,23009,Hancock County,4168.20208,0.019086083
ME,23011,Kennebec County,3513.755796,0.015365353
ME,23013,Knox County,4998.479087,0.024177508
ME,23015,Lincoln County,4337.826087,0.0210852
ME,23017,Oxford County,3522.19917,0.015462382
ME,23019,Penobscot County,3711.611541,0.015262903
ME,23021,Piscataquis County,3539,0.011889843
ME,23023,Sagadahoc County,4302.757353,0.022135995
ME,23025,Somerset County,3228.080229,0.011704436
ME,23027,Waldo County,4213.947368,0.018948592
ME,23029,Washington County,3891.709845,0.013236992
ME,23031,York County,4311.843712,0.023667069
MD,24001,Allegany County,2405.15625,0.011317983
MD,24003,Anne Arundel County,4107.015743,0.020273318
MD,24005,Baltimore County,3976.635201,0.019350764
MD,24009,Calvert County,3789.758179,0.022483712
MD,24011,Caroline County,2783.410138,0.01676802
MD,24013,Carroll County,3885.428051,0.0232285
MD,24015,Cecil County,3135.801714,0.018122515
MD,24017,Charles County,4039.694656,0.024996707
MD,24019,Dorchester County,3189.13649,0.016664871
MD,24021,Frederick County,4198.731301,0.024139254
MD,24023,Garrett County,3000.318471,0.0144899
MD,24025,Harford County,3590.200864,0.021102084
MD,24027,Howard County,6284.867503,0.027979053
MD,24029,Kent County,4201.602564,0.021133084
MD,24031,Montgomery County,5770.806939,0.021474055
MD,24033,Prince George's Coun,4121.152379,0.024218009
MD,24035,Queen Anne's County,3923.722628,0.022539068
MD,24037,St. Mary's County,3416.271502,0.019271363
MD,24039,Somerset County,2456.315789,0.013319634
MD,24041,Talbot County,3788.345324,0.015696147
MD,24043,Washington County,2732.376238,0.014485717
MD,24045,Wicomico County,2472.727273,0.0132119
MD,24047,Worcester County,3607.692308,0.017008188
MD,24510,Baltimore city,3906.181161,0.01734964
MA,25001,Barnstable County,4796.645883,0.025119556
MA,25003,Berkshire County,4812.713797,0.022100071
MA,25005,Bristol County,4575.16113,0.02195098
MA,25007,Dukes County,5258.873239,0.023578073
MA,25009,Essex County,6328.681367,0.026476725
MA,25011,Franklin County,4893.930636,0.025558911
MA,25013,Hampden County,4656.226544,0.022477267
MA,25015,Hampshire County,5318.365696,0.026953581
MA,25017,Middlesex County,7450.298348,0.024376233
MA,25019,Nantucket County,4363.861386,0.0136354
MA,25021,Norfolk County,7511.221561,0.024615996
MA,25023,Plymouth County,6018.426009,0.027965591
MA,25025,Suffolk County,5807.353952,0.012275321
MA,25027,Worcester County,5238.671492,0.024822352
MI,26001,Alcona County,2953.333333,0.011144486
MI,26003,Alger County,2794.285714,0.010661783
MI,26005,Allegan County,3479.350348,0.014603938
MI,26007,Alpena County,2844.278607,0.009315217
MI,26009,Antrim County,4819.2,0.019924885
MI,26011,Arenac County,2769.148936,0.008619348
MI,26013,Baraga County,3238.235294,0.007537637
MI,26015,Barry County,3408.372093,0.01331705
MI,26017,Bay County,2957.989418,0.011090744
MI,26019,Benzie County,3518.592965,0.016616042
MI,26021,Berrien County,3590.026247,0.013765047
MI,26023,Branch County,3044.117647,0.00950947
MI,26025,Calhoun County,3357.832345,0.013311264
MI,26027,Cass County,3359.325843,0.011528344
MI,26029,Charlevoix County,4827.333333,0.018216261
MI,26031,Cheboygan County,3609.69163,0.014526592
MI,26033,Chippewa County,3019.796954,0.009021852
MI,26035,Clare County,2424.223602,0.007889215
MI,26037,Clinton County,3870.560748,0.017700632
MI,26039,Crawford County,2670.238095,0.009084355
MI,26041,Delta County,2913.861386,0.010394164
MI,26043,Dickinson County,3648.148148,0.012100496
MI,26045,Eaton County,3392.421991,0.015702357
MI,26047,Emmet County,4858.156028,0.018662969
MI,26049,Genesee County,3195.722602,0.013570871
MI,26051,Gladwin County,2766.145833,0.011020639
MI,26053,Gogebic County,3418.823529,0.009999897
MI,26055,Grand Traverse Count,4244.71803,0.018633952
MI,26057,Gratiot County,2745.089286,0.007643314
MI,26059,Hillsdale County,2407.368421,0.007660222
MI,26061,Houghton County,3886.868687,0.011328109
MI,26063,Huron County,3148.598131,0.008568159
MI,26065,Ingham County,4490.64842,0.019297992
MI,26067,Ionia County,2584.728033,0.009459228
MI,26069,Iosco County,2650.980392,0.008538013
MI,26071,Iron County,3123.287671,0.009917744
MI,26073,Isabella County,3522.34763,0.011885647
MI,26075,Jackson County,3017.251052,0.011955379
MI,26077,Kalamazoo County,4240.216289,0.01625278
MI,26079,Kalkaska County,2746.218487,0.009643873
MI,26081,Kent County,3951.495315,0.015568213
MI,26083,Keweenaw County,3994.444444,0.013782924
MI,26085,Lake County,3044.827586,0.010511217
MI,26087,Lapeer County,2658.317025,0.011877111
MI,26089,Leelanau County,4797.534247,0.019629229
MI,26091,Lenawee County,3058.508403,0.012724677
MI,26093,Livingston County,3575.928041,0.017800795
MI,26095,Luce County,2303.846154,0.005560971
MI,26097,Mackinac County,3695.505618,0.012886921
MI,26099,Macomb County,3443.86579,0.016742125
MI,26101,Manistee County,3681.967213,0.013572938
MI,26103,Marquette County,3564.831261,0.01260046
MI,26105,Mason County,3404.347826,0.013443781
MI,26107,Mecosta County,2722.710623,0.009575511
MI,26109,Menominee County,2847.798742,0.008796879
MI,26111,Midland County,4299.723247,0.016152514
MI,26113,Missaukee County,2456.043956,0.008053358
MI,26115,Monroe County,2747.083552,0.012358494
MI,26117,Montcalm County,2624.009901,0.009272834
MI,26119,Montmorency County,2686.440678,0.009702022
MI,26121,Muskegon County,3330.629978,0.012850083
MI,26123,Newaygo County,3026.285714,0.011003715
MI,26125,Oakland County,5174.812709,0.020802876
MI,26127,Oceana County,3508.064516,0.012389797
MI,26129,Ogemaw County,2354.761905,0.008261011
MI,26131,Ontonagon County,2841.176471,0.008540963
MI,26133,Osceola County,2454.032258,0.007445322
MI,26135,Oscoda County,2247.368421,0.006532498
MI,26137,Otsego County,2723.873874,0.010355959
MI,26139,Ottawa County,3661.99095,0.016172811
MI,26141,Presque Isle County,2498.989899,0.009193608
MI,26143,Roscommon County,3314.450867,0.012192296
MI,26145,Saginaw County,3038.423029,0.011331044
MI,26147,St. Clair County,2982.131148,0.013567941
MI,26149,St. Joseph County,2802.736318,0.008845493
MI,26151,Sanilac County,2327.692308,0.007426769
MI,26153,Schoolcraft County,2740,0.00989789
MI,26155,Shiawassee County,2621.428571,0.010249978
MI,26157,Tuscola County,2224.933687,0.007667704
MI,26159,Van Buren County,3609.516837,0.014848423
MI,26161,Washtenaw County,5681.127226,0.023540254
MI,26163,Wayne County,4105.40971,0.01712691
MI,26165,Wexford County,2904.954955,0.010015033
MN,27001,Aitkin County,2024.550898,0.009817102
MN,27003,Anoka County,2949.688474,0.016386927
MN,27005,Becker County,2757.181572,0.011787619
MN,27007,Beltrami County,2660.981912,0.010637298
MN,27009,Benton County,2646.041667,0.012764657
MN,27011,Big Stone County,1744.117647,0.004737141
MN,27013,Blue Earth County,2421.997301,0.010534348
MN,27015,Brown County,2269.029851,0.008587843
MN,27017,Carlton County,2946.536797,0.015318501
MN,27019,Carver County,4466.711773,0.020618164
MN,27021,Cass County,2798.820059,0.013573851
MN,27023,Chippewa County,2237.864078,0.007046064
MN,27025,Chisago County,3285.174419,0.019814624
MN,27027,Clay County,2746.621622,0.012709368
MN,27029,Clearwater County,1725,0.006031691
MN,27031,Cook County,2616.216216,0.012964054
MN,27033,Cottonwood County,1852.747253,0.005573517
MN,27035,Crow Wing County,2785.276074,0.013789274
MN,27037,Dakota County,3398.816428,0.017404823
MN,27039,Dodge County,2488.486842,0.012734125
MN,27041,Douglas County,3007.129456,0.014137704
MN,27043,Faribault County,1718.867925,0.005355406
MN,27045,Fillmore County,1886.057692,0.007789619
MN,27047,Freeborn County,2127.622378,0.007851836
MN,27049,Goodhue County,2641.876751,0.012756941
MN,27051,Grant County,2219.047619,0.008810795
MN,27053,Hennepin County,4858.529609,0.01919786
MN,27055,Houston County,2844.736842,0.012354874
MN,27057,Hubbard County,2746.781116,0.013135184
MN,27059,Isanti County,2726.086957,0.016258094
MN,27061,Itasca County,2713.069307,0.012448755
MN,27063,Jackson County,1612.048193,0.004530172
MN,27065,Kanabec County,2319.075145,0.011404272
MN,27067,Kandiyohi County,2714.419476,0.012144891
MN,27069,Kittson County,1738.461538,0.003969404
MN,27071,Koochiching County,1998.113208,0.00708283
MN,27073,Lac qui Parle County,1601.923077,0.004443662
MN,27075,Lake County,2445.16129,0.010971197
MN,27077,Lake of the Woods Co,2016.129032,0.006464158
MN,27079,Le Sueur County,2656.876457,0.013801521
MN,27081,Lincoln County,1742.5,0.005255538
MN,27083,Lyon County,2230.8,0.007881293
MN,27085,McLeod County,2217.659138,0.010789437
MN,27087,Mahnomen County,1945.454545,0.004458148
MN,27089,Marshall County,1841.935484,0.004617761
MN,27091,Martin County,1929.319372,0.006559577
MN,27093,Meeker County,2230.797101,0.010024928
MN,27095,Mille Lacs County,2492.929293,0.01288414
MN,27097,Morrison County,2130.659026,0.01003127
MN,27099,Mower County,2137.349398,0.00662057
MN,27101,Murray County,1578.947368,0.005245443
MN,27103,Nicollet County,2569.230769,0.011397864
MN,27105,Nobles County,1842.068966,0.005113665
MN,27107,Norman County,1856.521739,0.005402396
MN,27109,Olmsted County,3158.140447,0.014358082
MN,27111,Otter Tail County,2677.016743,0.011051946
MN,27113,Pennington County,2361.788618,0.007811429
MN,27115,Pine County,2208.591065,0.011140772
MN,27117,Pipestone County,1675.675676,0.005368663
MN,27119,Polk County,2624.252492,0.009849938
MN,27121,Pope County,2375.396825,0.009385946
MN,27123,Ramsey County,4084.408533,0.017865039
MN,27125,Red Lake County,1792.307692,0.004975177
MN,27127,Redwood County,1837.391304,0.005218289
MN,27129,Renville County,1936.641221,0.006110441
MN,27131,Rice County,2871.803279,0.014443777
MN,27133,Rock County,1582.926829,0.00548047
MN,27135,Roseau County,2663.934426,0.006816575
MN,27137,St. Louis County,3087.717807,0.013293743
MN,27139,Scott County,3768.027888,0.019241447
MN,27141,Sherburne County,2816.480283,0.016636102
MN,27143,Sibley County,2026.285714,0.008979852
MN,27145,Stearns County,2794.168004,0.011918374
MN,27147,Steele County,2529.469548,0.012483372
MN,27149,Stevens County,2191.304348,0.007396184
MN,27151,Swift County,1795.588235,0.005113087
MN,27153,Todd County,2322.994652,0.009265678
MN,27155,Traverse County,1651.851852,0.004967035
MN,27157,Wabasha County,2630.877193,0.012343098
MN,27159,Wadena County,2146.296296,0.008418591
MN,27161,Waseca County,2041.395349,0.009413102
MN,27163,Washington County,3852.77628,0.018970007
MN,27165,Watonwan County,1595.402299,0.00524851
MN,27167,Wilkin County,2018.644068,0.006512895
MN,27169,Winona County,2403.174603,0.009510222
MN,27171,Wright County,2840.181893,0.016179485
MN,27173,Yellow Medicine Coun,1904.878049,0.006037508
MS,28001,Adams County,2060.638298,0.00683297
MS,28003,Alcorn County,1687.362637,0.004893455
MS,28005,Amite County,1079.710145,0.003314013
MS,28007,Attala County,1586.597938,0.005050621
MS,28009,Benton County,1128.571429,0.00349672
MS,28011,Bolivar County,2238.378378,0.007274471
MS,28013,Calhoun County,1409.090909,0.003748978
MS,28015,Carroll County,1456.716418,0.005017118
MS,28017,Chickasaw County,1692.105263,0.004713472
MS,28019,Choctaw County,1026.315789,0.003032518
MS,28021,Claiborne County,1485.294118,0.0046038
MS,28023,Clarke County,1296.73913,0.003860242
MS,28025,Clay County,1877.6,0.006940666
MS,28027,Coahoma County,2127.184466,0.006399322
MS,28029,Copiah County,1458.823529,0.004887513
MS,28031,Covington County,1101.030928,0.003445028
MS,28033,DeSoto County,1902.238806,0.009695672
MS,28035,Forrest County,2452.304609,0.007858169
MS,28037,Franklin County,1052.173913,0.003343696
MS,28039,George County,1484.659091,0.005777267
MS,28041,Greene County,1289.690722,0.006002505
MS,28043,Grenada County,1909.923664,0.006209099
MS,28045,Hancock County,2177.61194,0.00836199
MS,28047,Harrison County,2253.224663,0.007887272
MS,28049,Hinds County,2334.506693,0.009736657
MS,28051,Holmes County,1291.666667,0.004391909
MS,28053,Humphreys County,2031.034483,0.005937739
MS,28055,Issaquena County,1050,0.002515874
MS,28057,Itawamba County,1647.115385,0.004263495
MS,28059,Jackson County,2123.030303,0.007741671
MS,28061,Jasper County,1729.113924,0.004719246
MS,28063,Jefferson County,1562.857143,0.00510771
MS,28065,Jefferson Davis Coun,1494.827586,0.004768321
MS,28067,Jones County,2009.181141,0.006293473
MS,28069,Kemper County,1190,0.002779941
MS,28071,Lafayette County,2744.646925,0.009444322
MS,28073,Lamar County,2459.478261,0.00869738
MS,28075,Lauderdale County,2334,0.007992797
MS,28077,Lawrence County,1318.75,0.004595688
MS,28079,Leake County,1415.533981,0.004210429
MS,28081,Lee County,2239.280576,0.007807851
MS,28083,Leflore County,2186.619718,0.006624791
MS,28085,Lincoln County,1623.371648,0.006218436
MS,28087,Lowndes County,1706.382979,0.006047277
MS,28089,Madison County,2900.542823,0.01245047
MS,28091,Marion County,1899.367089,0.006695074
MS,28093,Marshall County,1811.965812,0.007578046
MS,28095,Monroe County,1647.089947,0.004982634
MS,28097,Montgomery County,1684.90566,0.005132213
MS,28099,Neshoba County,1719.84127,0.004409849
MS,28101,Newton County,1621.296296,0.004623249
MS,28103,Noxubee County,1474.358974,0.003904287
MS,28105,Oktibbeha County,2376.504298,0.009364133
MS,28107,Panola County,1860.227273,0.005852542
MS,28109,Pearl River County,1759.885387,0.006128487
MS,28111,Perry County,1284.848485,0.004401559
MS,28113,Pike County,1723.664122,0.00672918
MS,28115,Pontotoc County,1506.369427,0.004368167
MS,28117,Prentiss County,1557.017544,0.004609384
MS,28119,Quitman County,1279.310345,0.004550919
MS,28121,Rankin County,1878.962211,0.008670576
MS,28123,Scott County,1555.752212,0.003887368
MS,28125,Sharkey County,1793.333333,0.004195782
MS,28127,Simpson County,1281.751825,0.004101654
MS,28129,Smith County,1259.459459,0.003506422
MS,28131,Stone County,1758.095238,0.006322979
MS,28133,Sunflower County,1682.178218,0.00512607
MS,28135,Tallahatchie County,1309.615385,0.00413582
MS,28137,Tate County,2001.860465,0.008368494
MS,28139,Tippah County,1625.882353,0.003909709
MS,28141,Tishomingo County,1280.681818,0.003595837
MS,28143,Tunica County,1623.529412,0.003795849
MS,28145,Union County,1647.169811,0.005341116
MS,28147,Walthall County,1382.716049,0.005040822
MS,28149,Warren County,1803.580563,0.007082639
MS,28151,Washington County,2155.284553,0.006943135
MS,28153,Wayne County,1392.5,0.004349524
MS,28155,Webster County,1498.148148,0.004881876
MS,28157,Wilkinson County,1434.883721,0.004662762
MS,28159,Winston County,1373.563218,0.003986323
MS,28161,Yalobusha County,1517.857143,0.004331298
MS,28163,Yazoo County,1712.962963,0.00493094
MO,29001,Adair County,1821.666667,0.005176991
MO,29003,Andrew County,2177.456647,0.008177185
MO,29005,Atchison County,1773.333333,0.004134769
MO,29007,Audrain County,1864.0625,0.005192522
MO,29009,Barry County,1580.357143,0.004372292
MO,29011,Barton County,1647.457627,0.004488612
MO,29013,Bates County,1448.148148,0.005029586
MO,29015,Benton County,1554.901961,0.005272168
MO,29017,Bollinger County,1067.857143,0.003339141
MO,29019,Boone County,2797.774068,0.010389282
MO,29021,Buchanan County,1913.52657,0.006224839
MO,29023,Butler County,1649.339207,0.005135647
MO,29025,Caldwell County,1678.181818,0.005159566
MO,29027,Callaway County,1636.024845,0.005738087
MO,29029,Camden County,2402.059497,0.010684742
MO,29031,Cape Girardeau Count,1939.348711,0.007208151
MO,29033,Carroll County,1494.545455,0.004455719
MO,29035,Carter County,1296.551724,0.004484679
MO,29037,Cass County,2680.955777,0.012844649
MO,29039,Cedar County,1343.548387,0.004157081
MO,29041,Chariton County,1404.761905,0.003869639
MO,29043,Christian County,2204.04157,0.009384586
MO,29045,Clark County,1545.16129,0.003991234
MO,29047,Clay County,3177.06151,0.016231468
MO,29049,Clinton County,2201.762115,0.009331521
MO,29051,Cole County,2114.489004,0.007760731
MO,29053,Cooper County,1714.414414,0.005690126
MO,29055,Crawford County,1598.387097,0.004691158
MO,29057,Dade County,1455.263158,0.004349091
MO,29059,Dallas County,1132.352941,0.003196666
MO,29061,Daviess County,1711.363636,0.005260584
MO,29063,DeKalb County,1495.238095,0.005096189
MO,29065,Dent County,1330.434783,0.004067869
MO,29067,Douglas County,1100,0.002886153
MO,29069,Dunklin County,1229.090909,0.003136047
MO,29071,Franklin County,2299.818182,0.009296398
MO,29073,Gasconade County,1750.943396,0.006163881
MO,29075,Gentry County,2151.724138,0.005484991
MO,29077,Greene County,2280.536082,0.007697494
MO,29079,Grundy County,1480,0.003250693
MO,29081,Harrison County,1553.333333,0.003415721
MO,29083,Henry County,1785.606061,0.005708501
MO,29085,Hickory County,1163.636364,0.003129406
MO,29087,Holt County,1492.307692,0.00387446
MO,29089,Howard County,1722.413793,0.005240188
MO,29091,Howell County,1397.860963,0.003906629
MO,29093,Iron County,1159.459459,0.003010083
MO,29095,Jackson County,3188.234552,0.013830657
MO,29097,Jasper County,1723.907104,0.005273689
MO,29099,Jefferson County,2184.856026,0.010947175
MO,29101,Johnson County,2056.55527,0.00743661
MO,29103,Knox County,1400,0.003523849
MO,29105,Laclede County,1544.578313,0.004229976
MO,29107,Lafayette County,1803.956835,0.007052414
MO,29109,Lawrence County,1466.183575,0.004509786
MO,29111,Lewis County,1178.378378,0.002425294
MO,29113,Lincoln County,1892.649573,0.00870194
MO,29115,Linn County,1600,0.004539084
MO,29117,Livingston County,1889.88764,0.006003476
MO,29119,McDonald County,1121.428571,0.002776836
MO,29121,Macon County,1496.25,0.004244681
MO,29123,Madison County,1541.666667,0.004647844
MO,29125,Maries County,1342,0.004455659
MO,29127,Marion County,1952.298851,0.005651362
MO,29129,Mercer County,1627.272727,0.002910238
MO,29131,Miller County,1718.181818,0.00558064
MO,29133,Mississippi County,1391.489362,0.003185784
MO,29135,Moniteau County,1570.652174,0.004866614
MO,29137,Monroe County,1547.727273,0.004172641
MO,29139,Montgomery County,1851.428571,0.005957498
MO,29141,Morgan County,2110.909091,0.007402991
MO,29143,New Madrid County,1289.473684,0.003196754
MO,29145,Newton County,1858.397933,0.0058016
MO,29147,Nodaway County,2138.655462,0.006292994
MO,29149,Oregon County,1132.5,0.003493834
MO,29151,Osage County,1333.333333,0.004180995
MO,29153,Ozark County,1158.823529,0.003351395
MO,29155,Pemiscot County,1531.884058,0.004237628
MO,29157,Perry County,1570.454545,0.005017827
MO,29159,Pettis County,1807.792208,0.005130246
MO,29161,Phelps County,1609.090909,0.005312214
MO,29163,Pike County,1551.612903,0.004516093
MO,29165,Platte County,3728.091873,0.01679686
MO,29167,Polk County,1489.473684,0.004929474
MO,29169,Pulaski County,1534.529148,0.004232268
MO,29171,Putnam County,1936.363636,0.005683713
MO,29173,Ralls County,1653.623188,0.005048293
MO,29175,Randolph County,2009.285714,0.00596116
MO,29177,Ray County,1907.943925,0.007600974
MO,29179,Reynolds County,1012,0.002816431
MO,29181,Ripley County,1043.902439,0.002549136
MO,29183,St. Charles County,3230.417173,0.017787392
MO,29185,St. Clair County,1452.5,0.004323238
MO,29186,Ste. Genevieve Count,1762.576687,0.00685255
MO,29187,St. Francois County,1709.090909,0.005908727
MO,29189,St. Louis County,4445.774564,0.01721451
MO,29195,Saline County,1653.211009,0.00430047
MO,29197,Schuyler County,1491.666667,0.003184034
MO,29199,Scotland County,1395.238095,0.003573999
MO,29201,Scott County,1516.956522,0.004157026
MO,29203,Shannon County,866.6666667,0.001900863
MO,29205,Shelby County,1429.032258,0.003845987
MO,29207,Stoddard County,1346.540881,0.003862669
MO,29209,Stone County,1867.537313,0.00805245
MO,29211,Sullivan County,1110.526316,0.002227266
MO,29213,Taney County,2002.578797,0.007349547
MO,29215,Texas County,1047.368421,0.003002958
MO,29217,Vernon County,1363.636364,0.004026605
MO,29219,Warren County,2243.271768,0.010793929
MO,29221,Washington County,1318.478261,0.003858425
MO,29223,Wayne County,1122.222222,0.002726579
MO,29225,Webster County,1391.071429,0.004665055
MO,29227,Worth County,1350,0.002260234
MO,29229,Wright County,1060.9375,0.00288504
MO,29510,St. Louis city,2546.737792,0.009479895
MT,30001,Beaverhead County,2333.684211,0.010514634
MT,30003,Big Horn County,1797.297297,0.00359543
MT,30005,Blaine County,2030.434783,0.005443525
MT,30007,Broadwater County,1937.142857,0.010431973
MT,30009,Carbon County,2447.368421,0.012154638
MT,30011,Carter County,820,0.001303077
MT,30013,Cascade County,2409.902067,0.010818016
MT,30015,Chouteau County,2050,0.006642702
MT,30017,Custer County,2317.857143,0.008117929
MT,30019,Daniels County,1866.666667,0.007181943
MT,30021,Dawson County,2117.475728,0.008691598
MT,30023,Deer Lodge County,2257.142857,0.010006544
MT,30025,Fallon County,1128.571429,0.003105499
MT,30027,Fergus County,2271.296296,0.008908532
MT,30029,Flathead County,3367.767408,0.017507993
MT,30031,Gallatin County,3477.669903,0.01526551
MT,30033,Garfield County,1325,0.001993905
MT,30035,Glacier County,2051.428571,0.003929209
MT,30037,Golden Valley County,1400,0.002932091
MT,30039,Granite County,2640,0.011262959
MT,30041,Hill County,2290.441176,0.008590663
MT,30043,Jefferson County,2605.945946,0.014121514
MT,30045,Judith Basin County,1190,0.002731049
MT,30047,Lake County,3158.301158,0.014961709
MT,30049,Lewis and Clark Coun,2722.62017,0.014849088
MT,30051,Liberty County,1870,0.004978966
MT,30053,Lincoln County,2133.928571,0.010298143
MT,30055,McCone County,1562.5,0.00362067
MT,30057,Madison County,2225,0.010042653
MT,30059,Meagher County,1854.545455,0.00518754
MT,30061,Mineral County,2405.263158,0.011315803
MT,30063,Missoula County,3615.82319,0.016389377
MT,30065,Musselshell County,1540.540541,0.006213144
MT,30067,Park County,2663.861386,0.012691606
MT,30069,Petroleum County,0,0
MT,30071,Phillips County,1641.37931,0.005947026
MT,30073,Pondera County,1892.682927,0.006631628
MT,30075,Powder River County,1100,0.001511508
MT,30077,Powell County,2160.377358,0.009748497
MT,30079,Prairie County,1571.428571,0.00387283
MT,30081,Ravalli County,2550.95057,0.013605801
MT,30083,Richland County,1734.782609,0.005056821
MT,30085,Roosevelt County,1502.439024,0.003325829
MT,30087,Rosebud County,1265.517241,0.003404168
MT,30089,Sanders County,2089.010989,0.009596551
MT,30091,Sheridan County,1577.419355,0.004440247
MT,30093,Silver Bow County,2548.963731,0.01134312
MT,30095,Stillwater County,2015.503876,0.009731377
MT,30097,Sweet Grass County,2000,0.008415783
MT,30099,Teton County,2003.703704,0.006888912
MT,30101,Toole County,2026.470588,0.006640388
MT,30103,Treasure County,1233.333333,0.001935956
MT,30105,Valley County,2076.811594,0.00769111
MT,30107,Wheatland County,1177.777778,0.002607754
MT,30109,Wibaux County,725,0.001320763
MT,30111,Yellowstone County,2653.592814,0.012770234
NE,31001,Adams County,3307.575758,0.010403425
NE,31003,Antelope County,2271.875,0.004756141
NE,31005,Arthur County,0,0
NE,31007,Banner County,0,0
NE,31009,Blaine County,0,0
NE,31011,Boone County,2120,0.005874901
NE,31013,Box Butte County,2378.571429,0.00810949
NE,31015,Boyd County,1180,0.001676756
NE,31017,Brown County,2330.769231,0.005093892
NE,31019,Buffalo County,3787.795276,0.014389651
NE,31021,Burt County,2459.615385,0.008158917
NE,31023,Butler County,2181.355932,0.006403654
NE,31025,Cass County,4065.063291,0.020246611
NE,31027,Cedar County,2021.153846,0.004843898
NE,31029,Chase County,2459.375,0.007766703
NE,31031,Cherry County,2425.925926,0.004697091
NE,31033,Cheyenne County,3948.598131,0.013916521
NE,31035,Clay County,2284.615385,0.00555417
NE,31037,Colfax County,2397.959184,0.004975862
NE,31039,Cuming County,2607.142857,0.005653196
NE,31041,Custer County,2461.904762,0.006374296
NE,31043,Dakota County,2782.978723,0.009253975
NE,31045,Dawes County,2819.607843,0.009022179
NE,31047,Dawson County,3030.215827,0.008199801
NE,31049,Deuel County,2290.909091,0.005825377
NE,31051,Dixon County,2120.588235,0.005826263
NE,31053,Dodge County,3247.169811,0.011196907
NE,31055,Douglas County,4779.215938,0.019726225
NE,31057,Dundy County,1442.857143,0.00250639
NE,31059,Fillmore County,2087.179487,0.004950646
NE,31061,Franklin County,1761.538462,0.003365816
NE,31063,Frontier County,1972.727273,0.004482915
NE,31065,Furnas County,2050,0.004773447
NE,31067,Gage County,2880.213904,0.010241841
NE,31069,Garden County,1562.5,0.003651661
NE,31071,Garfield County,2962.5,0.006684341
NE,31073,Gosper County,3576.470588,0.010347351
NE,31075,Grant County,0,0
NE,31077,Greeley County,1750,0.003617571
NE,31079,Hall County,3736.074766,0.012592302
NE,31081,Hamilton County,2648.809524,0.007490927
NE,31083,Harlan County,2360,0.006525737
NE,31085,Hayes County,0,0
NE,31087,Hitchcock County,1700,0.003334403
NE,31089,Holt County,2408.928571,0.00544749
NE,31091,Hooker County,1050,0.001168744
NE,31093,Howard County,2627.083333,0.008912417
NE,31095,Jefferson County,2245.454545,0.005387573
NE,31097,Johnson County,2073.076923,0.005838198
NE,31099,Kearney County,2663.636364,0.007708295
NE,31101,Keith County,2685.294118,0.009836878
NE,31103,Keya Paha County,0,0
NE,31105,Kimball County,2577.272727,0.007537889
NE,31107,Knox County,2393.939394,0.0045846
NE,31109,Lancaster County,4080.754717,0.018232861
NE,31111,Lincoln County,3326.133333,0.013399855
NE,31113,Logan County,1566.666667,0.00315839
NE,31115,Loup County,0,0
NE,31117,McPherson County,0,0
NE,31119,Madison County,3259.0625,0.011413906
NE,31121,Merrick County,2386.538462,0.006925416
NE,31123,Morrill County,2438.461538,0.006347045
NE,31125,Nance County,1981.25,0.005119096
NE,31127,Nemaha County,2790.909091,0.009205563
NE,31129,Nuckolls County,1655.555556,0.003238004
NE,31131,Otoe County,3270.30303,0.012299136
NE,31133,Pawnee County,1650,0.002805454
NE,31135,Perkins County,1814.285714,0.0056008
NE,31137,Phelps County,3209.52381,0.010001558
NE,31139,Pierce County,2361.403509,0.007135019
NE,31141,Platte County,3421.021021,0.012076713
NE,31143,Polk County,2059.459459,0.00531177
NE,31145,Red Willow County,2480.821918,0.007205007
NE,31147,Richardson County,2364.285714,0.005322741
NE,31149,Rock County,1742.857143,0.004158713
NE,31151,Saline County,3036.458333,0.00901684
NE,31153,Sarpy County,4534.765101,0.023504713
NE,31155,Saunders County,3719.413919,0.015943724
NE,31157,Scotts Bluff County,3376.949153,0.012080467
NE,31159,Seward County,3108.252427,0.013571227
NE,31161,Sheridan County,1925,0.003958625
NE,31163,Sherman County,2090.909091,0.004098945
NE,31165,Sioux County,1975,0.003867998
NE,31167,Stanton County,2547.5,0.006662264
NE,31169,Thayer County,1973.333333,0.004575739
NE,31171,Thomas County,1400,0.002599975
NE,31173,Thurston County,2640,0.004354424
NE,31175,Valley County,2654.166667,0.007904108
NE,31177,Washington County,4092.581602,0.019795671
NE,31179,Wayne County,2635.9375,0.008205213
NE,31181,Webster County,2207.142857,0.004343365
NE,31183,Wheeler County,0,0
NE,31185,York County,2804.098361,0.008779133
NV,32001,Churchill County,2024.698795,0.006346
NV,32003,Clark County,2807.659288,0.009276014
NV,32005,Douglas County,4372.337662,0.016931329
NV,32007,Elko County,2052.183406,0.006038121
NV,32009,Esmeralda County,2100,0.00464756
NV,32011,Eureka County,1371.428571,0.002081436
NV,32013,Humboldt County,2009.160305,0.005535203
